sentence,Index
उपोषणाला पाठिंबा देऊन केंद्रातील नरेंद्र मोदी सरकारच्याविरोधात उभ्या राहत असलेल्या आघाडीला आपला पाठिंबा असल्याचाही संदेश दोन्ही नेत्यांनी दिला आहे.,1
महिला आरक्षणाच्या विधेयकाचे आश्वासन भाजपानेच एकेकाळी दिले होते.,1
त्यानंतर २०१४ पासून त्यांनी या विषयावर मौन बाळगलेले आहे.,1
त्यामुळे विरोधकांना भाजपाविरोधात एकत्र येण्यासाठी हा विषय आयता मिळाला.,1
"आरजेडी पक्षाचे राष्ट्रीय प्रवक्ते सुबोध कुमार मेहता यांनी शुक्रवारी द इंडियन एक्सप्रेसशी बोलताना सांगितले की, आम्ही या विधेयकाच्या समर्थनार्थ उतरलो आहोत.",1
"मात्र या महिला आरक्षणातही जातनिहाय आरक्षण असावे, अशी मागणी त्यांनी केली",1
"महिलासांठी राखीव होणाऱ्या मतदारसंघात विविध जाती, समुदायांसाठी आरक्षण असावे, अशी आरजेडीची भूमिका आहे.",1
"जंतर मंतर मैदानात या उपोषणात प्रत्यक्ष सहभागी झालेले आरजेडीचे नेते श्याम रजक म्हणाले, “आम्ही महिला आरक्षण आणि या विधेयकाला पाठिंबा देतो",1
पंतप्रधान नरेंद्र मोदींनी आठ वर्षांपूर्वी दिलेली ‘भ्रष्टाचारमुक्त सरकार’ची घोषणा आता काँग्रेसने हिसकावून घेतली आहे.,1
कर्नाटकमधील भाजपच्या ४० टक्के कमिशनखोर सरकारची उचलबांगडी करून स्वच्छ प्रशासन देण्याची ग्वाही काँग्रेसचे पक्षाध्यक्ष मल्लिकार्जुन खरगे यांनी दिली आहे.,1
त्यामुळे बसवराज बोम्मई सरकारमधील भ्रष्टाचार हाच कर्नाटक विधानसभा निवडणुकीतील काँग्रेस प्रचाराचा प्रमुख मुद्दा असेल.,1
बडतर्फ खासदार राहुल गांधी ५ एप्रिल रोजी कोलारमधून पक्षाच्या प्रचाराची सुरुवात करणार आहेत.,1
"२०१९ च्या लोकसभा निवडणुकीमध्ये कोलारमधील प्रचारसभेत राहुल गांधींनी, मोदी सरकार भ्रष्ट उद्योजक व व्यावसायिकांना संरक्षण देत असल्याचा आरोप केला होता.",1
"सगळ्या चोरांची आडनावे मोदीच कशी असतात, या वादग्रस्त विधानामुळे राहुल गांधी अडचणीत आले आहेत.",1
अब्रुनुकसानीच्या खटल्यात त्यांना दोन वर्षांची शिक्षा झाली आहे.,1
"पण, कर्नाटकच्या विधानसभा निवडणुकीसाठी कोलारची निवड करून राहुल गांधींनी अप्रत्यक्षपणे भाजपच्या केंद्र व राज्यातील सरकारांच्या कथित भ्रष्टाचारासंदर्भात ‘राजकीय विधान’ केल्याचे मानले जात आहे.",1
"भाजपचे आमदार, मंत्री कुठल्याही कंत्राटासाठी ४० टक्के कमिशन घेतात, असा लेखी आरोप कर्नाटकमधील राज्य कंत्राटदार असोसिएशनने केल्यामुळे बोम्मई सरकारची पुरती बदनामी झाली होती.",1
या नामुष्कीतून भाजप अजूनही सावरलेला नाही,1
मोदी-शहा यांच्यासाठी देखील बोम्मई सरकारची भ्रष्ट प्रतिमा अडचणीची ठरण्याची भीती भाजपचे नेते व्यक्त करत आहेत.,1
त्यामुळे भाजपने पुन्हा माजी मुख्यमंत्री येडियुरप्पा यांच्यावर प्रचाराची प्रमुख जबाबदारी सोपवली आहे,1
२०१४च्या लोकसभा निवडणुकीत मोदींनी काँग्रेसवर ‘१० टक्के कमिशनवाले सरकार’ असल्याचा आरोप केला होता.,1
राहुल गांधींच्या ‘भारत जोडो’ यात्रेला महाराष्ट्राखालोखाल कर्नाटकमध्ये प्रचंड प्रतिसाद मिळाला होता.,1
राहुल गांधींची बेळ्ळारीतील जाहीरसभाही गाजली होती.,1
त्याच बेळ्ळारी महापालिकेत महापौर आणि उपमहापौरपदही काँग्रेसने जिंकले असून सर्व सदस्य निवडून आल्याने स्थायी समितीवरही कब्जा केला आहे.,1
हा तर पहिला विजय असल्याचे ट्वीट काँग्रेसचे कर्नाटक प्रभारी रणदीप सुरजेवाला यांनी केले आहे.,1
"केंद्रीय निवडणूक आयोगाने कर्नाटकच्या विधानसभा निवडणुकीची घोषणा केल्यानंतर कन्नडिगांचा आत्मसन्मान परत मिळवण्याची संधी असून ब्रॅण्ड कर्नाटक पुन्हा प्रस्थापित केला जाईल, अशी ग्वाही सुरजेवालांनी दिली",1
काँग्रेस कर्नाटकाच्या अस्मितेचा मुद्दाही प्रचारातून ऐरणीवर आणण्याची शक्यता सुरजेवालांच्या ट्वीटमुळे निर्माण झाली आहे.,1
"मुस्लिम, दलित आणि आदिवासींना आकर्षित करण्याचाही काँग्रेसचा प्रयत्न आहे.",1
बोम्मई सरकारने मुस्लिम समाजाचे ४ टक्के रद्द करून त्यांना आर्थिक दुर्बल घटकांच्या १० टक्के कोट्यातून आरक्षणाची तरतूद करण्याचा निर्णय घेतला आहे,1
त्याविरोधात काँग्रेसने रान उठवले आहे.,1
भाजपने लिंगायत व वोक्कलिग या दोन प्रभावी जातींच्या आरक्षणात प्रत्येकी २ टक्क्यांची वाढ केली आहे,1
ही घटनात्मक तरतूद नसल्याने सर्वोच्च न्यायालयात हा निर्णय रद्द होईल. दोन्ही समाजांना खोटे लालूच दाखवले जात असल्याचा आरोप सुरजेवाला यांनी पत्रकार परिषदेत केला आहे.,1
कर्नाटकात ५६ टक्के आरक्षण लागू करण्यात आले असून कमाल ५० टक्के आरक्षणाची मर्यादा ओलांडली गेली आहे.,1
ओबीसींना मागासवर्गीय आयोगाच्या हंगामी अहवालावर आरक्षण देता येत नाही,1
महाराष्ट्रामध्ये झालेला हा प्रयोग फसला होता.,1
"सर्वोच्च न्यायालयात ओबीसींच्या आरक्षणाची तरतूद टिकणार नाही, असा मुद्दा सुरजेवालांनी मांडला होता.",1
भाजपविरोधात ओबीसीच्या मुद्द्यालाही काँग्रेस हात घालण्याची शक्यता दिसते.,1
"हिजाब, हलाल, अजान, टिपू सुलतान अशा अनेक मुद्द्यांवरून भाजपने कर्नाटकमधील वातावरण ढवळून काढले होते.",1
उत्तर प्रदेशच्या विधानसभा निवडणुकीदरम्यान हे विषय चर्चेत आणले गेले होते.,1
भाजपकडून कर्नाटकच्या निवडणुकीतही पुन्हा त्याचा वापर केला जाण्याची शक्यता व्यक्त केली जाते.,1
काँग्रेस प्रचारात भाजपच्या धार्मिक ध्रुवीकरणाचा मुद्दाही असेल.,1
काँग्रेसचे पक्षाध्यक्ष मल्लिकार्जुन खरगे यांचे कर्नाटक हे मूळ राज्य असल्याने ही निवडणूक त्यांच्यासाठी प्रतिष्ठेची मानली जात आहे.,1
या निवडणुकीत राहुल गांधी आणि प्रियंका गांधी-वाड्रा हे प्रचार करणार असल्याने काँग्रेस कार्यकर्त्यांमध्ये उत्साहाचे वातावरण असल्याचे काँग्रेस नेत्यांचे म्हणणे आहे.,1
कर्नाटक विधानसभा निवडणुकीची घोषणा झाली आहे,1
१० मे रोजी येथे मतदान होणार आहे,1
निवडणुकीची घोषणा झाल्यानंतर येथे राजकीय घडामोडींना चांगलाच वेग आला आहे.,1
नेतेमंडळी तिकीट मिळण्यासाठी आपापल्या परीने प्रयत्न करत आहेत.,1
सत्ताधारी भाजपासमोर येथील सत्ता कायम राखण्याचे आव्हान असेल.,1
त्यामुळे तिकीटवाटपादरम्यान भाजपाला सतर्कता बाळगावी लागणार आहे.,1
"दरम्यान, यावेळी भाजपाचा मुख्यमंत्रिपदाचा उमेदवार कोण असणार? याकडे सर्वांचेच लक्ष लागलेले आहे.",1
 मिळालेल्या माहितीनुसार भाजपाकडून कोणत्याही नेत्याची मुख्यमंत्रिपदासाठीचा उमेदवार म्हणून घोषणा केली जाणार नाही,1
निवडणुकीनंतर यावर निर्णय घेतला जाण्याची शक्यता आहे.,1
भाजपा येथे विकासाच्या मुद्द्यावर निवडणूक लढवणार आहे.,1
मागील काही दिवसांमध्ये बसवराज बोम्मई सरकारवर भ्रष्टाचाराचे गंभीर आरोप झालेले आहेत.,1
भविष्यात लिंगायत समाजाचे नेते म्हणून नावारुपाला यावेत म्हणून बसवराज बोम्मई यांच्याकडे सत्ता सोपवण्यात आली होती,1
त्यामुळे सत्ता स्थापन करण्यासाठी तसेच जातीय समीकरणं जुळून येण्यासाठी ते बसवराज बोम्मई किंवा अन्य कोणत्याही नेत्याची मुख्यमंत्रिपदाचा उमेदवार म्हणून घोषणा करण्याची शक्यता नाही.,1
भाजपा निवडणुकीअगोदर मुख्यमंत्रिपदाचा उमेदवार जाहीर करण्याऐवजी निवडणुकीनंतर यावर निर्णय घेण्याची शक्यता आहे.,1
भाजपाने बहुमताने सत्ता राखल्यास विद्यमान मुख्यमंत्री बसवराज बोम्मई यांच्याकडेच मुख्यमंत्रिपद राहु शकते.,1
"मात्र सरकार स्थापन करण्यासाठी भाजपाला अन्य छोट्या पक्षांची मदत घ्यावी लागल्यास स्थिती वेगळी असण्याची शक्यता आहे, असे मत स्थानिक भाजपा नेत्यांचे आहे.",1
भाजपा कर्नाटकमधील निवडणूक विकासाच्या मुद्द्यावर लढणार आहे.,1
उत्तर प्रदेशचे मुख्यमंत्री योगी आदित्यनाथ यांच्या कर्नाटकमधील प्रचाराची सुरुवात म्हैसूर विभागातील मंड्यापासून झाली.,1
त्यांनी कर्नाटक आणि उत्तर प्रदेश या दोन्ही राज्यांमध्ये असलेल्या घट्ट भावनिक नात्याची आठवण मंड्यामधील प्रचारसभेत करून दिली.,1
कर्नाटकमध्ये भाजपने योगींवर धर्माच्या आधारावर मतदारांना आकर्षित करण्याची प्रमुख जबाबदारी सोपवली असल्याचे दिसते.,1
वोक्ललिग समाजाची मते हेही योगींनी मंड्याची निवड करण्यामागील महत्त्वाचे कारण असल्याचे मानले जाते.,1
"म्हैसूर, मंड्या आदी दक्षिण कर्नाटकामध्ये प्रामुख्याने वोक्कलिग समाजाचे प्रभुत्व असून तिथे जनता दल (धर्मनिरपेक्ष) व काँग्रेस या दोन पक्षांमध्ये थेट लढत होते.",1
इथे भाजपला पकड मिळवता आलेली नाही.,1
यावेळी कर्नाटकमधील सत्ता कायम ठेवायची असेल तर वोक्कलिग समाजाचा पाठिंबाही तितकाच गरजेचा आहे,1
त्यामुळे वोक्कलिग समाजाशी भावनिक नाते निर्माण करण्याची जबाबदारी योगी आदित्यनाथ यांच्यावर येऊन पडली आहे.,1
खासदार गिरीश बापट यांच्या निधनामुळे रिक्त झालेल्या पुणे लोकसभा मतदारसंघाच्या पोटनिवडणुकीची अद्याप घोषणा झाली नसली,1
तरी या मतदारसंघावरून महाविकास आघाडीतील काँग्रेस आणि राष्ट्रवादी काँग्रेसमध्ये बिघाडी झाली आहे.,1
ही जागा काँग्रेसकडे असताना राष्ट्रवादी काँग्रेसनेही दावा केल्याने दोन्ही काँग्रेसने हा मतदारसंघ प्रतिष्ठेचा केला आहे.,1
"जिल्ह्यातील चार लोकसभा मतदारसंघांपैकी पुणे काँग्रेसकडे, तर शिरुर, बारामती आणि मावळ हे तीन मतदारसंघ राष्ट्रवादी काँग्रेसकडे आहेत",1
पुणे मतदारसंघावरही राष्ट्रवादी काँग्रेसने दावा केला आहे.,1
माजी महापौर आणि राष्ट्रवादी काँग्रेसचे शहराध्यक्ष प्रशांत जगताप यांना उमेदवारी देण्याचा आग्रह धरण्यात येत आहे.,1
राज्याचे विरोधी पक्षनेते अजित पवार यांनीही जगताप यांच्या उमेदवारीला पसंती दर्शविली आहे.,1
काँग्रेसमध्ये अस्वस्थता पसरली आहे.,1
"काँग्रेसकडून माजी आमदार मोहन जोशी, प्रभारी शहराध्यक्ष अरविंद शिंदे यांची नावे चर्चेत आहेत.",1
"राष्ट्रवादी काँग्रेसकडून पुणे मतदारसंघासाठी आग्रह धरण्यात आल्याच्या पार्श्वभूमीवर काँग्रेसचे प्रभारी शहराध्यक्ष अरविंद शिंदे म्हणाले, ‘पुण्याची जागा ही काँग्रसकडे आहे",1
राष्ट्रवादी काँग्रेसने महाविकास आघाडीचा धर्म पाळला पाहिजे.,1
"पुणे लोकसभा मतदारसंघांमध्ये कोथरुड, शिवाजीनगर, कसबा, वडगाव शेरी, पर्वती आणि पुणे कॅन्टोन्मेंट हे सहा विधानसभा मतदारसंघ आहेत.",1
त्यापैकी वडगाव शेरीमध्ये राष्ट्रवादी काँग्रेसचे सुनिल टिंगरे हे आमदार आहेत,1
कसब्यात काँग्रेसचे रवींद्र धंगेकर हे आमदार आहेत.,1
उर्वरित चारही मतदारसंघ भाजपकडे आहेत,1
आगामी महापालिका निवडणुकांच्या पार्श्वभूमीवर पक्षाचे अस्तित्व दाखवून देण्यासाठी दोन्ही काँग्रेसकडून पुण्याच्या जागेचा आग्रह धरण्यात येत असल्याचे राजकीय वर्तुळातून सांगण्यात आले.,1
मतदारसंघाच्या पोटनिवडणुकीसाठी केंद्रीय निवडणूक आयोगाकडून अद्याप कोणतेही आदेश आलेले नाहीत.,1
जिल्हाधिकारी डॉ. राजेश देशमुख यांनी जिल्हा निवडणूक शाखेची बैठक घेऊन मतदान केंद्रांचा आढावा घेतला आहे.,1
मतदारसंघाच्या परिसरात मेट्रो मार्गिका आणि स्थानकांची कामे सुरू असल्याने अनेक मतदान केंद्रांमध्ये बदल करावे लागणार आहेत.,1
"मतदान केंद्रे स्थलांतरित करण्याची गरज आहे का, तसेच मतदारयादी, मतदान यंत्रे आदींचा आढावा जिल्हाधिकाऱ्यांकडून घेण्यात आला आहे.",1
पुढील वर्षी होणाऱ्या लोकसभा निवडणुकीसाठीचे पडघम देशभर वाजू लागले आहेत.,1
विरोधक भाजपाविरोधात आघाडी उभी करण्यासाठी प्रयत्न करत आहेत.,1
विरोधकांच्या या प्रयत्नाबाबत देशाचे माजी पंतप्रधान आणि जेडी(एस) पक्षाचे राष्ट्रीय अध्यक्ष एच. डी. देवेगौडा यांनी भाष्य केले आहे.,1
मंगळवारी जेडीएसच्या बैठकीनंतर ते पत्रकारांशी बोलत होते.,1
"या देशातील असा कोणता पक्ष आहे, जो भाजपाशी प्रत्यक्ष किंवा अप्रत्यक्षपणे जोडला गेलेला नाही, असा प्रश्नच देवेगौडा यांनी उपस्थित केला.",1
"भाजपाविरोधी आघाडीत जेडीएस सहभागी होणार का, असा प्रश्न विचारला असता देवेगौडा म्हणाले, “मी राष्ट्रीय राजकारणाचे विश्लेषण करू शकतो.",1
कर्नाटकमध्ये नुकत्याच झालेल्या विधानसभा निवडणुकीत जेडीएसला मोठ्या पराभवाचे तोंड पाहावे लागले.,1
जेडीएसला केवळ १९ जागा या वेळी मिळवता आल्या.,1
त्यासोबतच मागच्या निवडणुकीच्या तुलनेत जेडीएसच्या मतदानाची टक्केवारीदेखील कमी झाली.,1
आगामी लोकसभा निवडणूक लक्षात घेता भाजपाने जास्तीत जास्त लोकांपर्यंत पोहोचण्याची तयारी सुरू केली आहे.,1
त्यासाठी भाजपाकडून योजना आखली जात असून या योजनेची काटेकोरपणे अंमलबजावणी केली जात आहे.,1
केंद्रात सत्ता हवी असेल तर उत्तर प्रदेश या राज्यात चांगली कामगिरी करणे फार गरजेचे आहे.,1
भाजपाने येथे जनसंपर्क अभियान सुरू केले आहे.,1
मोहिमेंतर्गत भाजपाचे नेते महिनाभर राज्यांत बैठकांच्या माध्यमातून मोदी सरकारने केलेल्या कामांची माहिती देणार आहेत.,1
याची सुरुवात उत्तर प्रदेशचे मुख्यमंत्री योगी आदित्यनाथ यांनी केली आहे.,1
त्यांनी गोरखपूर येथे ‘टीफीन पे चर्चा’ कार्यक्रमाचे आयोजन करत भाजपाच्या कार्यकर्त्यांशी संवाद साधला.,1
भाजपाच्या महासंपर्क अभियानांतर्गत उत्तर प्रदेश भाजपाने रविवारी गोरखपूर येथे ‘टीफीन पे चर्चा’ कार्यक्रमाचे आयोजन केले होते.,1
या कार्यक्रमाला योगी आदित्यनाथ यांची मुख्य उपस्थिती होती.,1
यावेळी त्यांनी स्वत: आणलेल्या टीफीनमध्ये जेवण करत भाजपाच्या कार्यकर्त्यांशी संवाद साधला.,1
टीफीन पे चर्चा हा कार्यक्रम उत्तर प्रदेशमधील सर्वच म्हणजेच ४०३ विधानसभा मतदारसंघांत राबवला जाणार आहे.,1
या मोहिमेतील पहिला कार्यक्रम हा उत्तर प्रदेशमधील आग्रा येथे होणार होता.,1
या कार्यक्रमाला भाजपाचे राष्ट्रीय अध्यक्ष जेपी नड्डा हे उपस्थित राहणार होते.,1
मात्र ओदिशा येथे रेल्वे अपघात झाल्यामुळे ते या कार्यक्रमाला उपस्थित राहिले नाहीत.,1
२०१४ च्या लोकसभा निवडणुकीत नरेंद्र मोदी यांच्या नेतृत्वात ‘चाय पे चर्चा’ कार्यक्रमाचे आयोजन करण्यात आले होते,1
याच धर्तीवर उत्तर प्रदेशमध्ये टीफीन पे चर्चा कार्यक्रम राबवला जात आहे.,1
या कार्यक्रमासाठी भाजपाचे नेते तथा कार्यकर्त्यांना घरूनच टीफीन आणायला सांगितले जात आहे. तसेच जेवणादरम्यान पक्षबांधणी तसेच पक्षवाढीवर चर्चा केली जाणार आहे.,1
योगी आदित्यनाथ यांनी टीफीन पे चर्चा कार्यक्रमात नरेंद्र मोदी तसेच केंद्र सरकारने केलेल्या कामांचा उल्लेख केला.,1
एमआयएम पक्षाला बिहारमध्ये रोखण्यासाठी काँग्रेसने आपल्या नेतृत्वात बदल केला आहे.,1
कटिहार जिल्ह्यातील कडवा मतदारसंघातून दोन वेळा आमदार राहिलेले आणि जेएनयू विद्यार्थी संघाचे माजी अध्यक्ष शकील अहमद खान यांना काँग्रेसने विधिमंडळ पक्षाचे नेते म्हणून घोषित केले आहे.,1
भागलपूरचे आमदार अजित शर्मा यांना हटवून खान यांची नियुक्ती करण्यात आली आहे.,1
शेवटच्या वेळी २००० साली काँग्रेसने फुरकान अन्सारी या मुस्लीम नेत्यावर ही जबाबदारी सोपविली होती.,1
बिहारमधील सीमांचर प्रदेशात मुस्लीम बहुल मतदारांवर प्रभाव टाकण्यासाठी काँग्रेसकडून खान यांची विधिमंडळ पक्षनेतेपदी निवड करण्यात आली असल्याचे सांगितले जाते.,1
"मागच्या अडीच दशकापासून खान सीमांचल प्रदेशात चांगले सक्रीय आहेत. कटिहार, पुर्निया, अरारीया आणि काशीगंज हे जिल्हे येतात.",1
१९९२ साली खान यांनी जेएनयूच्या विद्यार्थी संघटनेचे अध्यक्षपद भूषविले होते.,1
त्यावेळी ते सीपीआय (एम) या पक्षाशी संलग्न असलेल्या स्टूडंट फेडरेशन ऑफ इंडिया (SFI) या संघटनेत होते.,1
त्यांनी १९९९ साली काँग्रेसमध्ये प्रवेश केला.,1
कटिहार जिल्ह्यातील कडवा मतदारसंघातून २०१५ दोनदा त्यांनी विजय मिळवला आहे.,1
तेव्हापासून त्यांना आतापर्यंत काँग्रेसने कोणतेही पद दिले नव्हते.,1
"काँग्रेसच्या पक्षाच्या सूत्रांनी द इंडियन एक्सप्रेससला सांगितले की, खान यांना विधिमंडळ पक्षनेते नेमण्यामागे दोन कारणे आहेत.",1
एकतर सीमांचल भागात त्यांचा असलेला दबदबा आणि दुसरे म्हणजे बिहारमधील विविध जातीय ग्रुपमध्ये संतुलन राखणे.,1
सीमांचलच्या राजकारणात नेतृत्वाची पोकळी भरून काढण्यासाठी काँग्रेसने खान यांच्यासारख्या नेत्यावर जबाबदारी टाकून मोठी खेळी केली आहे.,1
एआयएमआयएम (AIMIM) पक्षाने या प्रदेशात हातपाय पसरायला सुरूवात केली होती,1
एमआयएम आणि ओवैसी यांचा प्रभाव निष्प्रभ करेल असा नेता काँग्रेसला हवा होता.,1
काँग्रेस पक्षाला किशनगंज येथे चांगला पाठिंबा आहे.,1
खान यांच्याकडे जबाबदारी दिल्यामुळे सीमांचल प्रातांतही आम्हाला बळ मिळेल.,1
"आम्हाला संपूर्ण बिहार राज्यासाठी एक मुस्लीम नेतृत्व हवे होते.”, अशी प्रतिक्रिया काँग्रेस नेत्याने दिली.",1
"विधिमंडळ पक्षनेतेपदाची जबाबदारी मिळाल्यानंतर खान म्हणाले की, सीमांचल आणि संपूर्ण बिहार राज्याचे प्रश्न विधानसभा सभागृह आणि सभागृहाबाहेरही उचलण्याचा प्रयत्न माझ्याकडून केला जाईल.",1
हिमाचल प्रदेशमध्ये २०२२ साली झालेल्या विधानसभा निवडणुकीत काँग्रेसने विजय मिळवून सत्ता स्थापन केली.,1
"या निवडणुकीच्या प्रचारादरम्यान कोणत्या पक्षाने किती रुपये खर्च केले, याचा तपशील निवडणूक आयोगाने जाहीर केला आहे.",1
मिळालेल्या आकडेवारीनुसार भाजपाने काँग्रेसपेक्षा दुप्पट रक्कम खर्च केल्याचे निदर्शनास आले आहे.,1
निवडणूक आयोगाने प्रत्येक उमेदवाराला निवडणूक खर्चाची मर्यादा घालून दिलेली असली तरी राजकीय पक्षाला खर्च करण्याचे कोणतेही बंधन घालण्यात आलेले नाही.,1
भाजपा आणि काँग्रेस या दोन्ही पक्षांनी आपल्या उमेदवारांमार्फत किंवा प्रदेश संघटनेच्या माध्यमातून सदर खर्च केला आहे.,1
"८ डिसेंबर २०२२ रोजी हिमाचल प्रदेश विधानसभेचा निकाल जाहीर झाला, ज्यामध्ये काँग्रेसने ४० जागा जिंकल्या, तर भाजपाला २५ जागांवर विजय मिळवता आला.",1
हिमाचल प्रदेशसह डिसेंबर २०२२ साली गुजरातच्याही विधानसभा निवडणुका संपन्न झाल्या होत्या.,1
त्याठिकाणी काँग्रेसने १०३.६२ कोटी खर्च केल्याची आकडेवारी निवडणूक आयोगाने सोमवारी जाहीर केली.,1
"भाजपाने मात्र गुजरातच्या निवडणुकीसाठी किती पैसे खर्च केले, हे अद्याप गुलदस्त्यात आहे.",1
निवडणूक आयोगाने भाजपाची आकडेवारी जाहीर केलेली नाही.,1
आगामी लोकसभा निवडणुकीच्या पार्श्वभूमीवर राज्यातील महाविकास आघाडीमध्ये जागावाटपावरून चर्चेआधीच रस्सीखेच सुरू झाल्याचे चित्र दिसत आहे.,1
काँग्रेसने लोकसभेच्या ४८ जागांपैकी ४१ जागांचा आढावा घेतला असून काँग्रेस नेतृत्वाने अधिकाधिक जागा लढविण्याचा मानस व्यक्त केला आहे.,1
काही दिवसांपूर्वी शिवसेना (उबाठा) पक्षानेही लोकसभेच्या १९ जागांवर निवडणूक लढविण्याची इच्छा व्यक्त केली होती.,1
"२०१९ साली जेव्हा काँग्रेस आणि राष्ट्रवादीने आघाडीमध्ये लोकसभा निवडणूक लढवली होती, तेव्हा काँग्रेसच्या वाट्याला २५ जागा आल्या होत्या.",1
पण त्यांना केवळ चंद्रपूर या एकमात्र मतदारसंघात विजय मिळाला.,1
राष्ट्रवादी काँग्रेसने २३ जागांवर निवडणूक लढविली आणि त्यांना चार जागांवर विजय मिळाला होता.,1
तर शिवसेना आणि भाजप युतीमध्ये शिवसेनेने २३ पैकी १८ जागांवर विजय मिळवला होता.,1
भाजपाने २५ जागी निवडणूक लढवून २३ जागांवर विजय मिळवला.,1
"तथापि, जून २०२२ मध्ये शिवसेनेत फूट पडल्यानंतर उद्धव ठाकरे यांच्या गटाकडे केवळ सहा खासदार उरले आहेत.",1
सध्याच्या घडीला महाविकास आघाडीकडे एकूण ११ खासदार आहेत.,1
भाजपाकडे २३ खासदार आणि शिंदेंच्या शिवसेनेकडे १३ खासदार आहेत.,1
तसेच शिंदे-फडणवीस आघाडीला दोन अपक्ष खासदारांचाही पाठिंबा आहे.,1
जागावाटपाच्या मुद्दयावर काँग्रेसने ताठर भूमिका घेतलेल्या नाना पटोले यांच्या कार्यशैलीवर पक्षातील नेत्यांनीच नाराजी व्यक्त केलेली आहे.,1
"विजय वडेट्टिवार आणि सुनील केदार या दोन माजी मंत्र्यांनी पटोले यांच्या नेतृत्वाबाबत काही दिवसांपूर्वी काँग्रेस पक्षश्रेष्ठींकडे तक्रार केली होती, अशी माहिती द इंडियन एक्सप्रेसने दिली आहे.",1
यासोबतच महाराष्ट्र काँग्रेसमध्ये अंतर्गत धुसफूसही वाढली आहे.,1
"विदर्भात इतर मागासवर्ग (ओबीसी) बहुसंख्य असला तरी राजकारण, अर्थकारण, प्रशासन यात त्यांची भागीदारी अत्यल्प आहे.",1
जातनिहाय जनगणना करून अधिकाधिक लाभ त्या समाजापर्यंत पोहोचवण्याची मागणी होत आहे.,1
या पार्श्वभूमीवर राजकीय पक्षांमध्ये ओबीसींचे तारणहार असल्याचे दाखवण्यासाठी चढाओढ सुरू असून या मुद्यांवर राष्ट्रवादी काँग्रेस आणि भाजप नेत्यांमध्ये कलगीतुरा रंगला आहे.,1
ओबीसींच्या जातनिहाय जनगणनेचा मुद्दा देशाच्या राजकारणात कळीचा मुद्दा ठरू पाहतो आहे.,1
ओबीसी समाजाच्या संघटना जनगणना आणि ओबीसींचे इतर घटनात्मक अधिकार यावर आक्रमक आहेत.,1
"विविध राजकीय पक्षदेखील मेळावे, शिबीर घेऊन समाजाला चुचकारू पाहत आहेत.",1
राष्ट्रीय स्वयंसेवक संघ आणि भाजपचा अशाप्रकारच्या जनगणनेला विरोध आहे.,1
विरोधी पक्ष पुढील निवडणुकांमध्ये या मुद्यांचा राजकीय अस्त्र म्हणून वापर करणार असल्याचे दिसून येत आहे.,1
अलीकडे राष्ट्रवादी काँग्रेसच्या ओबीसी सेलची कार्यशाळा नागपुरात झाली.,1
यात त्यांनी राष्ट्रवादी सत्तेत असताना ओबीसींच्या कल्याणासाठी घेतलेल्या निर्णयांची माहिती सादर केली.,1
