sentence,English Translation ,Sentiment,Source,Index,index
فلم الوحيد الي ما امل منه ابدًا,The only movie i ever get bored of,Negative,https://www.instagram.com/reel/CmCHgxgqwem/?utm_source=ig_web_copy_link,-1,1
يلي شاف الفلم كيفكون لأنو بيجننن,"Those who saw the movie, how is it because it is crazy 😩❤",Negative,https://www.instagram.com/reel/CmCHgxgqwem/?utm_source=ig_web_copy_link,-1,1
اش اسمه,Ash is the name,Neutral,https://www.instagram.com/reel/CmCHgxgqwem/?utm_source=ig_web_copy_link,0,0
شفتهه اكثر من مره ومن صار الترند كلت جني سمعت الغنيه وهسه اذكرته,"I've seen it more than once and since it became a trend, I've heard the song and now I remember it 😭",Neutral,https://www.instagram.com/reel/CmCHgxgqwem/?utm_source=ig_web_copy_link,0,0
ذكريات الفلم,Memories of the movie 💔🚶 ♀️,Negative,https://www.instagram.com/reel/CmCHgxgqwem/?utm_source=ig_web_copy_link,-1,1
شايفته,I saw it,Neutral,https://www.instagram.com/reel/CmCHgxgqwem/?utm_source=ig_web_copy_link,0,0
بكيت بآخر الفيلم,I cried at the end of the movie,Negative,https://www.instagram.com/reel/CmCHgxgqwem/?utm_source=ig_web_copy_link,-1,1
الفلم ذكريات ,The movie is memories 😔🌹,Negative,https://www.instagram.com/reel/CmCHgxgqwem/?utm_source=ig_web_copy_link,-1,1
تحقق احلام المعجبين ، تخليهم يغارون وحدة من هذه الاحتمالات ,"Fans dreams come true 😂😂😂, make them jealous one of these possibilities 😂",Negative,https://www.instagram.com/reel/ClrFEgpjckm/?utm_source=ig_web_copy_link,-1,1
سناء جاوید بھت خوب صورت ہے,Sana Javed Bhatt is in good shape,Neutral,https://www.youtube.com/watch?v=RWKNZ2cmKbY,0,0
وہ اللہ کو بھول چکے ہیں۔ وہ دو پیسے کے عوض اپنا ایمان اور حیا بیچ دیں گے۔,They have forgotten Allah. They will sell their faith and modesty for two cents of money.,Neutral,https://www.youtube.com/watch?v=i6eJkR_eFDk,0,0
ایسے جعلی پاؤں,such fake feet,Negative,https://www.youtube.com/watch?v=6lwLh-1vSC0,-1,1
یہ تو مسلمان نھی لگ رہی ہے,It does not look like a Muslim,Negative,https://www.youtube.com/watch?v=6lwLh-1vSC0,-1,1
حالانکہ اللہ تعالیٰ کے سوا کوئی بھی عبادت کے لایق نہیں ہے,"However, none is worthy of worship except Allah",Negative,https://www.youtube.com/watch?v=6lwLh-1vSC0,-1,1
اے عشق یہ تفریق مناسب نہیں۔,"O love, this distinction is not appropriate",Neutral,https://www.youtube.com/watch?v=m6ENJO6CcRY,0,0
جو کچھ یہاں ہو رہا ہے وہ یہاں کیوں نہیں ہوتا؟,Why doesn't what is happening here happen here?,Neutral,https://www.youtube.com/watch?v=m6ENJO6CcRY,0,0
جب تم نے آزاد کر دیا۔وہ غم میں اڑنا بھول گئی تھی,When you freed She had forgotten to fly in grief,Neutral,https://www.youtube.com/watch?v=m6ENJO6CcRY,0,0
پ کا ایک کلک لگنا ہے اور مجھ غریب کی زندگی بدل جانی ہے,One click of the button and my poor life is about to change,Neutral,https://www.youtube.com/watch?v=m6ENJO6CcRY,0,0
اثاثے,Assets,Neutral,https://www.youtube.com/watch?v=m6ENJO6CcRY,0,0
س تم نے لاکھوں دیے بجھاے,You extinguished millions of lamps,Neutral,https://www.youtube.com/watch?v=m6ENJO6CcRY,0,0
ہمارا نظام کبھی ٹھیک نہیں ہو سکتا,our system can never be fixed,Negative,https://www.youtube.com/watch?v=gG_SA7HRLxQ,-1,1
آپ کسی ٹائپنگ سنٹر چلے جائیں وہ کر دیں گے,You go to a typing center and they will do it,Neutral,https://www.youtube.com/watch?v=gG_SA7HRLxQ,0,0
وہ نہیں کرتا گیا تھا,He didn't go,Negative,https://www.youtube.com/watch?v=gG_SA7HRLxQ,-1,1
خواب کے بغیر زندگی بے معنی زندگی ہے,A life without a dream is a meaningless life,Negative,https://instafbcaptions.com/urdu-captions-quotes/,-1,1
بیٹیاں زندگی جینے کے لیے یہ حقیت کو تسلیم کرنا حصہ ہے کہ سب کچھ کچھ نہیں مل سکتا۔,Part of living a daughter's life is acknowledging the reality that everything cannot be achieved.,Negative,https://instafbcaptions.com/urdu-captions-quotes/,-1,1
معافی اتنی ہی خوشصورتی سے منگنی چاہی جیتنی بدسورتی سے کسی کا دل دکھایا ہو۔,Forgiveness should be betrothed to beauty as much as victory is shown to one's heart by ugliness.,Neutral,https://instafbcaptions.com/urdu-captions-quotes/,0,0
آپ مخلص رہے یہ کافی ہے اللہ کے پاس۔,"Be sincere, that is enough with Allah.",Positive,https://instafbcaptions.com/urdu-captions-quotes/,1,2
زخم وو جگا ہے جہاں سے روشنی آپ کے اندر دخیل ہوتی ہے,The wound is where the light enters you,Positive,https://instafbcaptions.com/urdu-captions-quotes/,1,2
جس کو تم سے سچی محبت ہوگی وو تم کو فضل اور نظر کاموں سے روکے گا,Whoever will truly love you will stop you from favors and acts of kindness,Neutral,https://instafbcaptions.com/urdu-captions-quotes/,0,0
بوہت کچھ جان کر خاموش رہنا میرا ایک سوچ سمجھ فیصلہ ہے۔,It is a thoughtful decision of mine to remain silent knowing so much.,Neutral,https://instafbcaptions.com/urdu-captions-quotes/,0,0
کوئی شے ایک سی نہیں رہتی، عمر دھلتی ہے گم بدلتے ہیں۔,"Nothing stays the same, age fades and gums change.",Neutral,https://instafbcaptions.com/urdu-captions-quotes/,0,0
خوشیوں کا طلاق آپ کی حلت سے نہیں آپ کے فیصلوں سے ہے۔,The divorce of happiness is not with your condition but with your decisions.,Neutral,https://instafbcaptions.com/urdu-captions-quotes/,0,0
مجھے دلوں سے محبت کے اٹھ جانے سے کھوف آتا ہے۔,I am afraid of the loss of love from hearts.,Neutral,https://instafbcaptions.com/urdu-captions-quotes/,0,0
مگر دل ہے اسکی خانہ ویرانی نہیں جاتی,But the heart does not leave its home,Neutral,https://instafbcaptions.com/urdu-captions-quotes/,0,0
جو لوگ خود سے بھاگتے ہیں وو کہاں جاتے ہیں۔,Where do those who run away from themselves go?,Neutral,https://instafbcaptions.com/urdu-captions-quotes/,0,0
میرے برا کس کو سٹو گے؟,Who will be my bad?,Negative,https://instafbcaptions.com/urdu-captions-quotes/,-1,1
مانتے پوری ہو یا نہ ہو، مرشد نہیں بدلے جاتے,"Believe it or not, mentors do not change",Negative,https://instafbcaptions.com/urdu-captions-quotes/,-1,1
لمبی ہے گھم کی شام مگر شام ہی تو ہے۔,"The evening is long, but it is only evening.",Neutral,https://instafbcaptions.com/urdu-captions-quotes/,0,0
الگ ہوں… … گلت نہیں۔,Be different… …not wrong.,Positive,https://instafbcaptions.com/urdu-captions-quotes/,1,2
مقبلا اتنا بڑا گیا ہے کس کس کو اپنا گم سناو تو وہ ڈبل سنا دیتا ہے۔,"Muqbla has grown so much that if you tell someone about your loss, he will give it twice.",Negative,https://instafbcaptions.com/urdu-captions-quotes/,-1,1
زرد مسام کے اداس لموں میں، ہم یونہی ہنستے ہنستے رو پارے,"In the sad moments of the yellow eyes, we laughed and cried",Neutral,https://instafbcaptions.com/urdu-captions-quotes/,0,0
خواب ہو تم یا کوئی حق,You are a dream or a right,Neutral,https://instafbcaptions.com/urdu-captions-quotes/,0,0
یہ دل شمون سا ہو گیا ہا,This heart has become like Shimon,Negative,https://instafbcaptions.com/urdu-captions-quotes/,-1,1
غریب ہونے کا مطلب ذوال تھوری ہے۔,To be poor means Zul Thori.,Negative,https://instafbcaptions.com/urdu-captions-quotes/,-1,1
سحر قایب ہے تاروں کا حال کیا ہوگا۔,"Sehar is missing, what will happen to the wires?",Neutral,https://instafbcaptions.com/urdu-captions-quotes/,0,0
دل جلانے کی بات کرتے ہو,Speaking of heartburn,Negative,https://instafbcaptions.com/urdu-captions-quotes/,-1,1
احساس کرو بکواس نہیں,Realize no nonsense,Neutral,https://instafbcaptions.com/urdu-captions-quotes/,0,0
آ مل جائے دونو شمون کی ترہ,Let's meet the trumpet of Shimon,Neutral,https://instafbcaptions.com/urdu-captions-quotes/,0,0
لاگ محبت نہیں محبتیں کرنے لگتے ہیں۔,"They start making love, not love.",Negative,https://instafbcaptions.com/urdu-captions-quotes/,-1,1
آپ لوگون کے لیے تب تک خاص ہوتے ہیں جب تک ان کا آپکا متبدل نہ ملے۔,You are special to people until they find you.,Neutral,https://instafbcaptions.com/urdu-captions-quotes/,0,0
شام ہے دھواں دھواں,The evening is smoke smoke,Neutral,https://instafbcaptions.com/urdu-captions-quotes/,0,0
ضروری,Necessary,Neutral,https://instafbcaptions.com/urdu-captions-quotes/,0,0
زندگی ہم سے بھاگ رہی ہے اور ہم زندگی سے,Life is running away from us and we are running away from life,Neutral,https://instafbcaptions.com/urdu-captions-quotes/,0,0
چپ چاپ بکھرنا ہے تماشا نہیں کرنا۔,"It is to scatter quietly, not to show off.",Neutral,https://instafbcaptions.com/urdu-captions-quotes/,0,0
بھت کچھ دل میں آتا ہے مگر اب کہنا نہیں آتا,"Something comes to mind, but now I can't say it",Neutral,https://instafbcaptions.com/urdu-captions-quotes/,0,0
کسی کی جان جاتی ہے کسی کا کچھ نہیں جاتا,"Some lives, some do not",Neutral,https://instafbcaptions.com/urdu-captions-quotes/,0,0
وو شخس اپنی زید میں مجھے گنوا گیا ۔,"Wow, I lost myself in my life.",Negative,https://instafbcaptions.com/urdu-captions-quotes/,-1,1
دل کا کیا ہے وو چاہے گا مسلّل ملنا,What is the heart's desire to meet?,Neutral,https://instafbcaptions.com/urdu-captions-quotes/,0,0
کیا تماشا ہا؟ کب سے جری ہے۔,What a spectacle How long has it been going on?,Negative,https://instafbcaptions.com/urdu-captions-quotes/,-1,1
راہ چلتے کوئی خواب ملا تھا۔,There was a dream on the way.,Neutral,https://instafbcaptions.com/urdu-captions-quotes/,0,0
کس نظر کو تیرا انتظار آج بھی ہے۔,What look is waiting for you even today?,Neutral,https://instafbcaptions.com/urdu-captions-quotes/,0,0
ٹوٹی ہے میری نیند مگر تم سے کیا ہے۔,"My sleep is broken, but what about you?",Negative,https://instafbcaptions.com/urdu-captions-quotes/,-1,1
زندگی کی سب سے بڑی خوشی محبت ہے۔,The greatest joy in life is love.,Neutral,https://instafbcaptions.com/urdu-captions-quotes/,0,0
دور بدل رہا ہے، اب دیکھ لو… اجنبی حال پوچھتے ہیں اور ہمارے آپ کو کوئی فکر ہی نہیں۔,"Times are changing, now look... Strangers ask how we are and you don't care about us.",Neutral,https://instafbcaptions.com/urdu-captions-quotes/,0,0
محبت جنگ کی ترہا ہے، شور کرنا آسان ہے، روکنا بوہت مشکل۔,"Love is a weapon of war, easy to make noise, hard to stop.",Neutral,https://instafbcaptions.com/urdu-captions-quotes/,0,0
ہجر تیرا مجھے زہر لگتا ہے۔,Your marriage is poison to me.,Negative,https://instafbcaptions.com/urdu-captions-quotes/,-1,1
میرا روم روم کھلی اے,My room is open,Neutral,https://instafbcaptions.com/urdu-captions-quotes/,0,0
محبت یا کھائی پوری انسان تلب کرتی ہیں۔,Love or distance requires the whole person.,Neutral,https://instafbcaptions.com/urdu-captions-quotes/,0,0
تم اتنا جو مشکور رہے ہو کیا گم ہے جسکو چھپا رہے ہو,"You have been so grateful, what is the loss that you are hiding?",Neutral,https://instafbcaptions.com/urdu-captions-quotes/,0,0
جیتتے ہیں سب یہاں اپنے لیے,Win for everyone here,Neutral,https://instafbcaptions.com/urdu-captions-quotes/,0,0
محلے کی مسجد میں جاتی نہیں، مدینہ میں مرنے کی دعا مانگتے ہیں۔,"They do not go to the local mosque, they pray to die in Medina.",Negative,https://instafbcaptions.com/urdu-captions-quotes/,-1,1
کالی بلی سے دیکھتے ہیں لاگ، افسوس اپنے کالے عمل سے نہیں دھرتے۔,"Look at the log with a black cat, alas, do not stop with your black actions.",Negative,https://instafbcaptions.com/urdu-captions-quotes/,-1,1
قصے کہانیوں کی تھی تک محبت بوہت خوشصورت ہے۔,Love is very beautiful till the end of stories.,Neutral,https://instafbcaptions.com/urdu-captions-quotes/,0,0
میری مانو تو کال کر لو، انا کو مارتے وقت اپنے ساتھ لے جانا۔,"Believe me, take the call, take the ego with you when you beat it.",Neutral,https://instafbcaptions.com/urdu-captions-quotes/,0,0
سجن غریب ہووے، بیغیرت نہ ہووے ۔,"Sajjan should be poor, don't be disrespectful.",Neutral,https://instafbcaptions.com/urdu-captions-quotes/,0,0
اداسیاں دل کی زینت بن چکی ہیں۔,Sadness has become the adornment of the heart.,Negative,https://instafbcaptions.com/urdu-captions-quotes/,-1,1
باپ کی دولت نہیں سایا ہی کافی ہوتا ہے۔,Father's wealth is not enough.,Neutral,https://instafbcaptions.com/urdu-captions-quotes/,0,0
اچی چاے اور مظلوم رشتے بنائے میں وقت لگتے ہیں,It takes time to build good and oppressed relationships,Negative,https://instafbcaptions.com/urdu-captions-quotes/,-1,1
زندگی سفر ہے، منزل نہیں۔,"Life is a journey, not a destination.",Neutral,https://instafbcaptions.com/urdu-captions-quotes/,0,0
محبت محبت چاہتی ہے مہربان نہیں۔,"Love wants love, not kindness.",Neutral,https://instafbcaptions.com/urdu-captions-quotes/,0,0
منتظر میرے ذوال کے ہیں، میرے اپنے بھی کمال کے ہیں۔,"Waiting is for my future, my own is also for perfection.",Neutral,https://instafbcaptions.com/urdu-captions-quotes/,0,0
ایک کپ چائے ہم کے نام، جس کے سر میں میری واجہ سے درد رہتا ہے,"A cup of tea in our name, whose head hurts from my mouth",Negative,https://instafbcaptions.com/urdu-captions-quotes/,-1,1
تم پر گزرے تو آہ!، ہم پر گزرے تو واہ؟,"If it happened to you, ah!, if it happened to us, wow?",Negative,https://instafbcaptions.com/urdu-captions-quotes/,-1,1
دوبہ ہوا ہوں زہر میں، پر نہیں رہا، میں زندگی کو سہ رہا ہوں، پر جی نہیں رہا,"I am drowned in poison, but not living, I am enjoying life, but not living",Negative,https://instafbcaptions.com/urdu-captions-quotes/,-1,1
اب بیوجا، سباب ہو، دن کو رات نہیں کرتا، فرست ملے بھی تو، کسی سے بات نہیں کرتا,"Now Beuja, for some reason, does not spend day and night, even if he meets someone, he does not talk to anyone",Neutral,https://instafbcaptions.com/urdu-captions-quotes/,0,0
ایک لمھے میں سمت آیا ہے سادیوں کا سفر، زندگی تیز بوہت تیز چلی ہو جیسی,"In a moment, the journey of the Sadees has come to a direction, life is moving faster and faster",Negative,https://instafbcaptions.com/urdu-captions-quotes/,-1,1
یہ جو لوگ ساتھ بیت کر ہنستے ہیں، وہ تو سانپ کی ترہ دستی ہیں,"These people who laugh together, they are snakes",Neutral,https://instafbcaptions.com/urdu-captions-quotes/,0,0
مجھ سےمحبت کرو یا مجھ سے نفرت کرو، میں قسم کھاتا ہوں کہ یہ مجھے نہیں بنائے گا اور نہ ہی توڑے گا۔,"Love me or hate me, I swear it won't make me or break me.",Neutral,https://instafbcaptions.com/urdu-captions-quotes/,0,0
مجھےعزت دو، ڈیمیٹ کرو، یا نقصان پہنچاو۔,"Honor me, damn me, or harm me.",Neutral,https://instafbcaptions.com/urdu-captions-quotes/,0,0
میں ایسے زندہ رہوں گا جیسے کل موجود نہیں ہے۔,I will live like there is no tomorrow.,Neutral,https://instafbcaptions.com/urdu-captions-quotes/,0,0
بیبی، مجھے مل گیا، اور مجھے بس یہی ضرورت ہے۔,"Baby, I got it, and that's all I need.",Neutral,https://instafbcaptions.com/urdu-captions-quotes/,0,0
جوان رہو، ڈوپ بنو، فخر کرو۔,"Stay young, be dope, be proud.",Neutral,https://instafbcaptions.com/urdu-captions-quotes/,0,0
خواب کے بغیر زندگی بے معنی زندگی ہے۔,A life without a dream is a meaningless life.,Neutral,https://instafbcaptions.com/urdu-captions-quotes/,0,0
ایک ناامید جگہ سے ہمیں پیار ملا.,We found love from a hopeless place.,Neutral,https://instafbcaptions.com/urdu-captions-quotes/,0,0
سب کچھ گنوا کر بھی اُسے پا نہ سکے ہم                          ,"Even after losing everything, we could not find him",Negative,https://www.akashurdupoetry.com/2022/02/One-Line-Urdu-Captions-For-Instagram%20.html,-1,1
‏منزلوں کو خبر ہی نہیں سفر نے کتنا کچھ چھین لیا ہم سے,Destinations do not know how much the journey has taken away from us,Neutral,https://www.akashurdupoetry.com/2022/02/One-Line-Urdu-Captions-For-Instagram%20.html,0,0
مجھے اپنا بنایا اُس نے پھر کسی کا نہ چھوڑا,He made me his own and never left anyone else,Negative,https://www.akashurdupoetry.com/2022/02/One-Line-Urdu-Captions-For-Instagram%20.html,-1,1
فقط اُس کے علاوہ مجھے ہر ایک سے الجھن ہے,"Except for him, I am confused by everyone",Neutral,https://www.akashurdupoetry.com/2022/02/One-Line-Urdu-Captions-For-Instagram%20.html,0,0
دُور اُفق کی گہری چُپ میں ہم اکیلے ڈھونڈ رھے ہیں بیتے لمحے،کھوئے لوگ,"In the deep silence of the distant horizon we are alone searching for lost moments, lost people",Neutral,https://www.akashurdupoetry.com/2022/02/One-Line-Urdu-Captions-For-Instagram%20.html,0,0
وقت کی سکھائی ہوئی باتیں تا عمر یاد رہتی ہیں,The things taught by time are remembered forever,Neutral,https://www.akashurdupoetry.com/2022/02/One-Line-Urdu-Captions-For-Instagram%20.html,0,0
رات باقی تھی جب وہ بچھڑے تھے کٹ گئی عمر رات باقی ہے,"The night was still when they were calves, the age was cut, the night is still",Neutral,https://www.akashurdupoetry.com/2022/02/One-Line-Urdu-Captions-For-Instagram%20.html,0,0
آدھے رستے سے پلٹنے کی اذیت کیا ہے تم نہیں سمجھو گے,You will not understand the agony of turning back half way,Negative,https://www.akashurdupoetry.com/2022/02/One-Line-Urdu-Captions-For-Instagram%20.html,-1,1
غم دے کر یہ تسلّیاں یہ دلاسے یہ تماشے کیسے,"How can these consolations, these consolations, these spectacles be given by grief?",Neutral,https://www.akashurdupoetry.com/2022/02/One-Line-Urdu-Captions-For-Instagram%20.html,0,0
میں بہت کوششوں کے بعد ہار گیا ہوں مولا,I have lost after many attempts mola,Negative,https://www.akashurdupoetry.com/2022/02/One-Line-Urdu-Captions-For-Instagram%20.html,-1,1
اُسے جانا تھا میں نے جانے دیا اس سے بڑگ کی وفا میں کیا کرتا,"He wanted to go, I let him go",Neutral,https://www.akashurdupoetry.com/2022/02/One-Line-Urdu-Captions-For-Instagram%20.html,0,0
کبھی کبھی خود کے دلاسے بھی اذیت دیتے ہیں,Sometimes they even torture themselves,Negative,https://www.akashurdupoetry.com/2022/02/One-Line-Urdu-Captions-For-Instagram%20.html,-1,1
آسان نہیں ہوتا ہر خواب توڑ دینا,It is not easy to break every dream,Negative,https://www.akashurdupoetry.com/2022/02/One-Line-Urdu-Captions-For-Instagram%20.html,-1,1
دل ہی جانتا ہے غم اپنوں کے چھوڑ جانے کا,Only the heart knows the sorrow of leaving one's own,Negative,https://www.akashurdupoetry.com/2022/02/One-Line-Urdu-Captions-For-Instagram%20.html,-1,1
یونہی کوئی مل گیا تھا سرِ راہ چلتے چلتے,"Just like that, someone was found while walking along the road",Neutral,https://www.akashurdupoetry.com/2022/02/One-Line-Urdu-Captions-For-Instagram%20.html,0,0
پھر یوں ہوا کہ رونقوں نے متاثر کرنا چھوڑ دیا,Then it happened that the charms stopped impressing,Negative,https://www.akashurdupoetry.com/2022/02/One-Line-Urdu-Captions-For-Instagram%20.html,-1,1
ایک دن دل میرا تجھے یاد کرنا چھوڑ دے گا,One day my heart will stop missing you,Neutral,https://www.akashurdupoetry.com/2022/02/One-Line-Urdu-Captions-For-Instagram%20.html,0,0
انسان ٹوٹ جاتا ہے، مگر لوگ بعض نہیں آتے,"Man breaks, but people do not come together",Negative,https://www.akashurdupoetry.com/2022/02/One-Line-Urdu-Captions-For-Instagram%20.html,-1,1
یادیں اکثر عزاب بن جاتی ہیں,Memories are often painful,Negative,https://www.akashurdupoetry.com/2022/02/One-Line-Urdu-Captions-For-Instagram%20.html,-1,1
بُرے نہیں تھے، پر ثابت نہیں کر پائے,"They were not bad, but they could not prove it",Neutral,https://www.akashurdupoetry.com/2022/02/One-Line-Urdu-Captions-For-Instagram%20.html,0,0
صرف دکھاوے کے لیے لوگ اپنے ہیں,People are theirs just for show,Negative,https://www.akashurdupoetry.com/2022/02/One-Line-Urdu-Captions-For-Instagram%20.html,-1,1
نظر انداز کرنا نفرت کی بدترین قسم ہے,Ignore is the worst kind of hate,Neutral,https://www.akashurdupoetry.com/2022/02/One-Line-Urdu-Captions-For-Instagram%20.html,0,0
آپ تو بھول گئے ہم سے یہ بھی نہ ہوا,You have forgotten that this did not happen to us either,Neutral,https://www.akashurdupoetry.com/2022/02/One-Line-Urdu-Captions-For-Instagram%20.html,0,0
روح کی دھجیاں بکھیر کر کہا جاتا ہے خوش رہو,It is said to be happy by scattering the rays of the soul,Neutral,https://www.akashurdupoetry.com/2022/02/One-Line-Urdu-Captions-For-Instagram%20.html,0,0
مجھے اب اُلجھنا نہیں آتا، اب میں ہار مان جاتا ہوں,"I don't get confused anymore, I give up now",Neutral,https://www.akashurdupoetry.com/2022/02/One-Line-Urdu-Captions-For-Instagram%20.html,0,0
ماش ہم اتفاق سے کہیں رستے میں مل جائیں,May we meet somewhere along the way,Neutral,https://www.akashurdupoetry.com/2022/02/One-Line-Urdu-Captions-For-Instagram%20.html,0,0
اب وہ کسی اور کا ہے، اور ہم اپنے بھی نہیں,"Now he belongs to someone else, and we are not even our own",Negative,https://www.akashurdupoetry.com/2022/02/One-Line-Urdu-Captions-For-Instagram%20.html,-1,1
من چاہا شخص ہر مرض کا علاج ہوتا ہے,Every disease can be cured by any person,Neutral,https://www.akashurdupoetry.com/2022/02/One-Line-Urdu-Captions-For-Instagram%20.html,0,0
اب ہم نہیں چاہتے کہ کوئی ہمیں چاہے,Now we don't want anyone to want us,Neutral,https://www.akashurdupoetry.com/2022/02/One-Line-Urdu-Captions-For-Instagram%20.html,0,0
ہجوم بہت ہے لوگوں کا لیکن کوئی اپنا نظر نہیں آتا,There is a lot of people but no one is visible,Neutral,https://www.akashurdupoetry.com/2022/02/One-Line-Urdu-Captions-For-Instagram%20.html,0,0
روشن ہے شہر سارا ہر بس میرے اندر اندھیرا ہے,"The whole city is bright, every bus is dark inside me",Negative,https://www.akashurdupoetry.com/2022/02/One-Line-Urdu-Captions-For-Instagram%20.html,-1,1
کاش تو تڑپے مجھ کو اور میں تجھے مرتا دیکھوں,I wish you would torment me and I would see you die,Negative,https://www.akashurdupoetry.com/2022/02/One-Line-Urdu-Captions-For-Instagram%20.html,-1,1
بےبسی کی وہ آخری حد تھی جب میں نے ہاتھ جوڑے,That was the last limit of helplessness when I folded my hands,Neutral,https://www.akashurdupoetry.com/2022/02/One-Line-Urdu-Captions-For-Instagram%20.html,0,0
جانے والوں کو کبھی کوئی روک سکا ہے بہلا,No one has ever been able to stop the goers,Neutral,https://www.akashurdupoetry.com/2022/02/One-Line-Urdu-Captions-For-Instagram%20.html,0,0
جن کو چایا جائے وہ ملا نہیں کرتے,They don't mix those who are wanted,Negative,https://www.akashurdupoetry.com/2022/02/One-Line-Urdu-Captions-For-Instagram%20.html,-1,1
باہر سے ہنسنے والا یہ لڑکا اندر سے چور چور ہے,This boy who laughs on the outside is a thief on the inside,Negative,https://www.akashurdupoetry.com/2022/02/One-Line-Urdu-Captions-For-Instagram%20.html,-1,1
اب کی بار میں اُس کو بُھلا دونگا,This time I will forget him,Neutral,https://www.akashurdupoetry.com/2022/02/One-Line-Urdu-Captions-For-Instagram%20.html,0,0
اب کی بار میں چاند سے عشق کروں گا یہ نظر تو آتا ہے,"Now I will make love to the moon, it seems",Neutral,https://www.akashurdupoetry.com/2022/02/One-Line-Urdu-Captions-For-Instagram%20.html,0,0
دل کے دُکھنے سے چہرے کی رنگت خود بدل جاتی ہے,The color of the face itself changes due to heartache,Negative,https://www.akashurdupoetry.com/2022/02/One-Line-Urdu-Captions-For-Instagram%20.html,-1,1
جاگنے کا عزاب سہہ سہہ کر اپنے اندر ہی سو گیا ہوں میں,I have fallen asleep within myself after suffering the pain of waking up,Neutral,https://www.akashurdupoetry.com/2022/02/One-Line-Urdu-Captions-For-Instagram%20.html,0,0
چھوڑ جانے والے کیا جانے یہ یادوں کے بوجھ کتنے بھاری ہوتے ہیں,How heavy are the burdens of these memories left behind,Negative,https://www.akashurdupoetry.com/2022/02/One-Line-Urdu-Captions-For-Instagram%20.html,-1,1
ہم سے بُھلایا نہ گیا اک بےوفا شخص,A disloyal person was not forgotten by us,Negative,https://www.akashurdupoetry.com/2022/02/One-Line-Urdu-Captions-For-Instagram%20.html,-1,1
سردیوں کی خاموش راتیں اور اسکی یادیں ,Silent winter nights and their memories,Neutral,https://www.exlazy.com/2022/02/one-line-urdu-c,0,0
( فقط تجھے کھونے کے ڈر سے تجھے پایا ہی نہیں ),(I just didn't find you for fear of losing you),Neutral,https://www.exlazy.com/2022/02/one-line-urdu-c,0,0
( تم بس قبولیت کا یقین رکھو ),(You just have to be sure of acceptance),Neutral,https://www.exlazy.com/2022/02/one-line-urdu-c,0,0
( ہم سے بہتر کی تمنا تمہیں لے ڈوبے گی ),(The desire to be better than us will sink you),Negative,https://www.exlazy.com/2022/02/one-line-urdu-c,-1,1
( میرے لفظوں میں قید ماتم کو سنو کبھی ),(Hear the mourning in my words),Negative,https://www.exlazy.com/2022/02/one-line-urdu-c,-1,1
( سوچتا ہوں کر ہی لوں دوسری محبت ),(I think I'll get another love),Neutral,https://www.exlazy.com/2022/02/one-line-urdu-c,0,0
بیٹیاں زندگی جینے کے لیے یہ حقیت کو تسلیم کرنا حصہ ہے کہ سب کچھ کچھ نہیں مل سکتا۔,Part of living a daughter's life is acknowledging the reality that everything cannot be achieved.,Neutral,https://instafbcaptions.com/urdu-captions-quotes/,0,0
معافی اتنی ہی خوشصورتی سے منگنی چاہی جیتنی بدسورتی سے کسی کا دل دکھایا ہو۔,Forgiveness should be betrothed to beauty as much as victory is shown to one's heart by ugliness.,Negative,https://instafbcaptions.com/urdu-captions-quotes/,-1,1
کچھ لمھے ایسے ہوتے ہیں جن کا ہم بوہت شہادت سے انتظار کرتے ہیں مگر و لمھے زندگی میں تب آتے ہیں جب ان لموں کی ضروت نہیں رہتی۔,"There are some moments which we wait till death, but moments come in life when these moments are no longer needed.",Negative,https://instafbcaptions.com/urdu-captions-quotes/,-1,1
آپ مخلص رہے یہ کافی ہے اللہ کے پاس۔,"Be sincere, that is enough with Allah.",Neutral,https://instafbcaptions.com/urdu-captions-quotes/,0,0
زخم وو جگا ہے جہاں سے روشنی آپ کے اندر دخیل ہوتی ہے۔,The wound is where the light enters you.,Neutral,https://instafbcaptions.com/urdu-captions-quotes/,0,0
لاگ آپ تو نہیں جنتے کے قیام کے روز انکے ساتھ کیا ہوگا لیکن یہ زرور جنتے ہیں کے دسروں کے ساتھ کیا ہوگا۔,"I don't know what will happen to them on the day of the establishment of Janta, but what will happen to the Dasars of Janta Hain.",Neutral,https://instafbcaptions.com/urdu-captions-quotes/,0,0
خواب ہو تم یا کوئی حق,You are a dream or a right,Neutral,https://instafbcaptions.com/urdu-captions-quotes/,0,0
یہ دل شمون سا ہو گیا ہا,This heart has become like Shimon,Negative,https://instafbcaptions.com/urdu-captions-quotes/,-1,1
ہمین چین میل گا مار کے,We will send mail to you,Neutral,https://instafbcaptions.com/urdu-captions-quotes/,0,0
غریب ہونے کا مطلب ذوال تھوری ہے۔,To be poor means Zul Thori.,Negative,https://instafbcaptions.com/urdu-captions-quotes/,-1,1
سحر قایب ہے تاروں کا حال کیا ہوگا۔,"Sehar is missing, what will happen to the wires?",Neutral,https://instafbcaptions.com/urdu-captions-quotes/,0,0
قیامت ہا یہ ترک آرزو بھی,"Qiyaamah Ha, this is also a longing for Turks",Neutral,https://instafbcaptions.com/urdu-captions-quotes/,0,0
دل جلانے کی بات کرتے ہو,Speaking of heartburn,Negative,https://instafbcaptions.com/urdu-captions-quotes/,-1,1
